Designator,Mid X,Mid Y,Rotation,Layer
D1,198.978,-134.367614,0.0,top
D2,191.478,-134.367614,0.0,top
D3,183.978,-134.367614,0.0,top
D4,176.478,-134.367614,0.0,top
J21,187.706,-141.627614,270.0,top
