18,-26,111388.337243133
18,-26,111388.933425433
18,-26,111389.128885815
18,-26,111389.258194612
18,-26,111391.209032888
17,-26,111391.539961302
17,-26,111393.681466784
17,-26,111394.593451497
17,-26,111394.767606589
17,-26,111395.135475011
18,-26,111396.362963354
17,-26,111398.383174148
17,-26,111398.562437951
17,-26,111398.723634268
17,-26,111399.357747731
17,-26,111400.612347897
17,-26,111401.665408159
17,-26,111402.322627007
17,-26,111403.460243766
17,-26,111403.769951821
17,-26,111404.525391974
17,-26,111405.21097594
17,-26,111406.325382053
17,-26,111406.71245899
17,-26,111408.015744866
17,-26,111408.455610724
17,-26,111410.254056059
17,-26,111411.880119313
17,-26,111412.046708146
17,-26,111413.317112902
17,-26,111414.658244411
17,-26,111414.820591468
17,-26,111415.9576133
17,-26,111416.122105063
17,-26,111416.951894268
17,-26,111417.214681487
17,-26,111418.230337322
17,-26,111418.767923722
