-196,-193,3993.807566949
-176,105,3993.978700508
-198,236,3994.066967832
-148,245,3994.145590417
-146,265,3994.377558543
-176,116,3994.496908993
-170,132,3994.587715108
-1,193,3994.724323853
-97,149,3994.921423018
1,53,3994.999254138
2,89,3995.08979403
-11,80,3995.23163723
-20,86,3995.411327724
-27,83,3995.509141668
-30,84,3995.587577395
-34,85,3995.690751496
-35,84,3995.898235022
-16,78,3996.01078543
25,74,3996.079733069
46,86,3996.216877042
71,76,3996.434131424
141,91,3996.515127064
158,85,3996.619015187
185,34,3996.843163024
200,16,3996.974014982
180,3,3997.500975868
194,-6,3997.621403496
197,-11,3997.792474331
209,-15,3998.185626141
209,-16,3998.323937568
153,-8,3998.517841299
145,-12,3998.826339066
157,-12,3998.958416817
146,-7,3999.242682766
5,10,3999.355828566
-45,47,3999.443082683
-71,73,3999.66570791
-153,119,3999.901583731
-117,285,3999.98034706
-139,249,4001.159694866
-133,243,4001.233438056
-141,238,4001.443236264
5,154,4001.722000512
-24,160,4001.795080562
-32,166,4002.058719717
-59,212,4002.180438676
-59,212,4002.268445473
-59,211,4002.346192332
47,78,4002.803777458
24,86,4002.88326697
12,98,4002.960928352
5,132,4003.142374043
-42,175,4003.40010229
-55,212,4003.488720768
-66,221,4003.682572335
-41,74,4003.926218201
-46,182,4004.069791923
-45,237,4004.178364679
-40,236,4004.453406264
-142,189,4004.593196937
-156,123,4004.904040524
-179,-184,4007.225964793
-96,-197,4007.360260933
114,-203,4007.507104206
162,-275,4007.674136937
208,-152,4007.776889862
179,-144,4007.907611572
149,-124,4008.05077148
150,-128,4008.210542065
90,-210,4008.38393603
9,1,4008.482748042
-11,-87,4008.590505522
32,-49,4008.697119325
36,-48,4008.797495132
42,-50,4008.899304487
41,-51,4009.003947337
34,-51,4009.075064338
30,-51,4009.151422066
29,-51,4009.254716781
27,-51,4009.360674869
27,-51,4009.47353646
26,-52,4009.572833713
23,-52,4009.687492936
16,-51,4009.774390522
19,-55,4009.893375287
28,-62,4010.044869335
27,-62,4010.214784683
31,-87,4010.346501294
12,-189,4010.454427742
21,-65,4010.564496161
2,-108,4010.659855253
4,-185,4010.782536406
-8,-230,4010.873686602
-21,-260,4011.017728957
-27,-278,4011.110185078
-74,-264,4011.217438979
-48,-181,4011.336745969
-38,-228,4011.461685451
-21,-260,4011.570575951
-48,-275,4011.663736206
16,-290,4011.781541932
3,-190,4011.878513301
2,-248,4011.966132013
-3,-239,4012.053520376
0,-236,4012.16338696
-6,-77,4012.275454973
3,-96,4012.379701801
-7,-110,4012.515978911
7,-105,4012.609761311
8,-105,4012.734544688
20,-93,4012.835235199
19,-98,4012.962051869
13,-95,4013.093657914
19,-69,4013.234104813
23,-99,4013.323115023
22,-135,4013.4296958
22,-194,4013.563925344
24,-265,4013.653758285
30,-264,4013.766819087
26,-267,4013.87757183
15,-263,4013.980290193
8,-151,4014.069949813
17,-189,4014.193706096
16,-201,4014.315695725
21,-204,4014.459696029
14,-120,4014.559914707
12,-117,4014.677293562
11,-115,4014.783701274
32,-110,4014.89910908
40,-110,4015.001051914
42,-107,4015.107876319
42,-105,4015.218847378
43,-106,4015.327368674
-45,-69,4015.460945031
-49,-13,4015.554667907
-52,-9,4015.651975198
-51,-10,4015.760474157
-29,5,4015.908873127
40,-13,4016.017338004
38,-15,4016.116218211
37,-15,4016.240481336
39,-15,4016.337719408
31,6,4016.469161379
-50,-8,4016.586904734
-51,-9,4016.684565036
-52,-13,4016.797548681
-29,1,4016.895650702
42,-17,4017.005588233
43,-15,4017.09894741
42,-17,4017.220617085
40,-16,4017.331797179
40,4,4017.447745686
-59,-10,4017.551589868
-51,-13,4017.690759003
-52,-15,4017.784623359
-52,-15,4017.879227114
45,-15,4018.015688712
41,-15,4018.111050748
37,-14,4018.208353334
35,-11,4018.305923551
34,-9,4018.398751788
-55,-85,4018.507236633
-56,-12,4018.588477789
-58,-12,4018.697045743
-56,-12,4018.773194308
35,-8,4018.84718679
28,-12,4018.932845461
33,-14,4019.011549649
33,-16,4019.092897787
30,-17,4019.17300941
28,-15,4019.245150978
18,-13,4019.339334166
-28,54,4019.411043134
-17,63,4019.481997503
-17,58,4019.57772999
-28,37,4019.660486426
-2,21,4019.730845754
77,9,4019.817869138
80,14,4019.898830919
55,85,4019.977294454
126,79,4020.456615772
123,210,4020.831421159
