20,-107,412.764200043
8,-109,413.7084008
26,-107,413.886684752
28,-107,414.010338776
28,-108,414.301265009
26,-105,414.434632236
24,-104,414.553090298
22,-106,414.654613676
22,-106,414.894417036
24,-103,415.040710176
24,-103,415.126031542
25,-102,415.251993463
27,-101,415.367562305
27,-99,415.606468721
28,-96,415.789615676
25,-95,415.918913146
26,-94,416.03843358
28,-92,416.169730653
27,-89,416.271807935
26,-88,416.44084012
31,-87,416.71513923
33,-91,416.836580234
32,-88,416.98287872
32,-86,417.103396412
29,-84,417.215665767
30,-80,417.401052177
36,-73,417.561286665
43,-68,417.791670435
44,-67,417.943745218
46,-64,418.076173009
49,-63,418.248325821
52,-62,418.469928564
56,-60,418.593371059
58,-59,418.705362871
66,-59,418.925372441
67,-61,419.14292741
67,-64,419.245790066
65,-65,419.369097597
62,-65,419.489241212
65,-70,419.593119267
63,-71,419.711845181
63,-70,419.831447947
63,-71,419.919201903
55,-78,420.004693336
58,-79,420.145380282
61,-79,420.285824977
55,-95,420.389243681
48,-108,420.501774168
42,-112,420.626645243
39,-119,420.759319063
30,-134,420.959894681
15,-137,421.161648084
4,-126,421.24983346
4,-125,421.381089676
2,-127,421.496192323
-10,-127,421.873322516
-15,-131,422.021767795
-16,-127,422.605298063
-21,-121,422.724117986
-42,-114,422.827363075
-42,-97,422.943195995
-44,-93,423.054887963
-39,-85,423.183455423
-20,-64,423.298506556
-10,-54,423.521169501
13,-38,423.72855752
41,-27,423.831378614
45,-32,423.933531798
54,-35,424.194852081
79,-31,424.355715225
93,-33,424.43537248
105,-32,424.646578152
86,-50,424.866165654
86,-50,424.958348347
86,-50,425.064448612
86,-50,425.362311123
112,-71,425.469310798
89,-84,425.576560819
81,-98,425.702901849
65,-108,425.794293091
54,-114,425.872661467
50,-118,425.960535128
34,-119,426.041209479
19,-116,426.147757289
8,-104,426.228119284
22,-80,426.306678844
-22,-75,426.387646162
-26,-65,426.496227267
-53,-52,426.586295585
-69,-44,426.680989228
-69,-30,426.759223504
-85,-22,426.83890591
-86,-19,426.964307055
-99,-17,427.066538569
-104,-13,427.1669393
-112,-9,427.26112006
-125,-9,427.349012759
-131,-10,427.457457173
-137,-11,427.554643367
-140,-10,427.633842008
-142,-6,427.716287405
-145,-2,427.808114034
-148,0,427.906375751
-152,4,428.037673855
-156,8,428.12357492
-158,10,428.211032298
-161,11,428.330474123
-164,14,428.442586186
-166,16,428.570449934
-167,17,428.685120398
-171,23,428.853304827
-172,36,429.030931986
-166,46,429.158960136
-160,54,429.272276703
-153,59,429.430756602
-148,65,429.57826136
-140,73,429.723998912
-135,75,429.870006425
-124,69,430.02662335
-119,60,430.155016621
-119,42,430.304959471
-116,22,430.425324065
-113,2,430.5636909
-113,-23,430.714809456
-108,-35,430.842667221
-106,-45,430.988919161
-104,-52,431.172944901
-104,-58,431.348212204
-104,-60,431.576085615
-104,-55,431.786436072
-100,-44,431.908670167
-100,-39,432.06705782
-100,-29,432.224418522
-92,-12,432.363973734
-90,-5,432.503145235
-85,9,432.634545253
-88,15,432.751715854
-91,24,432.884848105
-88,27,433.033666735
-72,23,433.220588352
-56,5,433.426432067
-42,-13,433.533521689
-35,-18,433.70251146
-16,-30,433.806234815
-14,-39,433.957457236
-7,-54,434.077296821
4,-67,434.263525699
11,-77,434.495859941
31,-93,434.582585608
33,-94,434.675059831
30,-93,434.777862659
21,-89,434.910441295
17,-80,435.037364104
17,-75,435.148130879
15,-66,435.430202968
8,-61,435.606170149
0,-60,435.717058417
4,-62,435.870778158
10,-62,436.146606599
17,-59,436.259558304
18,-63,436.376384841
24,-63,436.505894913
25,-63,436.626286387
22,-66,436.726759978
28,-68,436.833389226
32,-66,436.944506915
35,-63,437.063366554
34,-66,437.231377052
36,-72,437.357766884
31,-74,437.635949522
37,-70,437.823533484
37,-70,437.918916959
37,-70,438.004352435
37,-70,438.117169849
37,-70,438.202505558
36,-70,438.325196481
40,-72,438.456463585
40,-74,438.701521298
45,-78,438.886909324
50,-80,439.017609022
50,-81,439.148565433
50,-82,439.269013607
51,-82,439.41113164
53,-85,439.56137994
55,-88,439.792158449
60,-87,439.921212818
58,-82,440.013293573
59,-78,440.230098642
57,-67,440.386033232
52,-66,440.477562771
48,-64,440.591565683
43,-58,440.817240828
41,-51,440.96893214
38,-43,441.066429351
37,-41,441.19828287
37,-38,441.270538502
36,-37,441.385438039
34,-34,441.692929362
14,-39,441.810397124
10,-41,441.933483885
8,-43,442.0739292
3,-53,442.163798916
0,-56,442.281122915
-4,-59,442.426606159
-10,-69,442.66023255
-18,-80,442.896332038
-24,-94,443.030693274
-32,-104,443.178429923
-48,-124,443.42399326
-74,-160,443.513721548
-92,-211,443.593446483
