-8,131,762.469726073
-22,110,763.224702032
-41,114,763.77726923
-29,115,765.17334287
-22,119,766.223517317
-30,115,766.571158136
-41,115,767.109116197
-15,118,767.770318038
-17,117,767.946037449
-20,118,768.57628753
-20,132,769.340093925
-18,132,769.519424924
-21,131,769.716178708
-15,132,769.965711794
-18,131,770.299340008
-18,130,770.585980936
-15,131,770.843762701
-30,121,772.069251884
-23,128,772.676506429
-28,122,773.835266266
-29,123,774.181749709
-28,123,774.448530796
-19,130,774.853997061
-21,131,775.032514388
-18,131,775.297427885
-21,123,778.802493078
-16,121,779.055250763
-16,118,779.374433461
-9,117,779.575312257
-19,112,779.782092708
-16,115,780.011745718
-7,115,780.269130745
-9,103,780.433300952
-8,101,780.65543361
-7,102,780.872891804
-6,103,781.128081785
-6,103,781.495305245
-6,104,781.708975319
-5,104,782.091568557
-4,105,782.3402585
0,111,782.5124562
0,111,782.829479496
0,111,783.142925209
-3,107,783.35371896
0,111,783.581186382
0,111,783.776539344
1,112,784.016483931
2,112,784.290892017
1,112,784.511829284
0,111,784.702157676
-2,110,784.876276401
-2,111,785.180419548
-2,111,785.427595548
-3,113,785.578448812
-3,113,785.764342182
-2,113,786.121113404
-5,112,786.33561322
-5,112,786.490813184
-5,112,786.701615826
-5,112,786.865384904
-6,112,787.059880509
-7,113,787.248845891
-7,115,787.398563293
-7,114,787.556126048
-7,114,787.769085974
-8,115,788.055624534
-7,116,788.236093164
-6,117,788.424330749
-5,118,788.5987079
-6,118,788.761473246
-5,118,789.133889503
-7,117,789.314741099
-7,116,789.513671321
-6,116,789.695799033
-5,118,789.869170395
-5,118,790.096189777
-5,118,790.327415253
-4,119,790.549231668
-5,119,790.796207131
-5,118,791.020806288
-5,118,791.24866771
-2,117,791.609357221
-3,117,791.828561969
-5,117,792.088305534
-3,118,792.376594703
-5,117,792.760648549
-5,118,792.99095535
-5,117,793.352819866
-7,116,793.666458731
-7,116,793.9253127
-7,116,794.164754578
-7,116,794.431067855
-2,116,794.767517871
0,121,794.964839315
3,125,795.169859108
-7,121,795.403112248
-10,120,795.555385709
-12,119,795.733652056
-10,121,795.946420213
-14,120,796.134593474
-15,120,796.374731587
-14,120,796.561528211
-13,120,796.787070296
-10,120,797.018125977
-10,120,797.256543798
-9,120,797.439070497
-9,119,797.606089435
-8,119,797.786352184
-8,119,798.043409498
-9,120,798.264136773
-9,119,798.44284549
-9,119,798.638211292
-10,119,798.823687739
-9,120,799.002836354
-10,121,799.223599966
-10,121,799.422488417
-14,120,799.583769722
-14,120,799.771865351
-10,121,799.987185389
-9,122,800.188687852
-10,121,800.366139147
-9,122,800.59276563
-8,123,800.789270344
-8,123,800.97404763
-8,122,801.143093926
-9,122,801.349756202
-9,122,801.515322213
-11,121,801.742230794
-11,121,801.949196083
-11,121,802.141120276
-13,120,802.334101213
-9,122,802.524763429
-8,123,802.726626191
-7,123,802.9212788
-10,121,803.156307307
-13,120,803.344243666
-12,120,803.531373005
-8,122,803.696870635
-8,122,803.864699083
-8,121,804.07859
-12,120,804.265809682
-8,122,804.474757016
-8,122,804.666198714
-8,122,804.875204608
-7,122,805.055651934
-8,123,805.228429385
-7,123,805.4102432
-6,123,805.579894751
-9,122,805.725661142
-9,122,805.89458433
-8,122,806.056600247
-9,122,806.420497294
-10,122,806.594539122
-9,122,806.771974923
-13,123,806.988224084
-10,127,807.153717126
-11,127,807.349602592
-8,129,807.517600105
-12,125,807.685017673
-10,125,807.983240435
-8,129,808.171665741
-10,126,808.338367491
-8,129,808.505014648
-8,129,808.670820993
-13,126,808.847538868
-14,124,809.035381206
-11,124,809.178389965
-11,124,809.348191573
-11,124,809.527427187
-12,124,809.846236377
-10,127,810.078855272
-10,121,810.320675863
-5,128,810.539880474
-5,130,810.741643685
-7,131,811.07514895
-8,131,811.275656819
-8,131,811.485954479
-10,127,811.677079156
-10,129,812.082534265
-11,130,812.292869918
-12,132,812.683061491
-13,131,813.01453117
-12,130,813.270989892
-12,129,813.498274251
-11,129,813.698981368
-12,129,813.936626604
-12,130,814.190405347
-12,128,814.404993567
-13,126,814.62877551
-13,125,814.845149681
-13,126,815.04299842
-12,129,815.240828277
-12,129,815.435715307
-12,128,815.623329348
-12,130,815.837999882
-15,131,816.019495259
-17,131,816.204949224
-21,129,816.428484335
-20,130,816.621901135
-14,129,816.807263268
-15,130,817.005934878
-14,131,817.209392997
-12,131,817.41466159
-12,128,817.608526274
-13,123,817.984534764
-11,118,818.21544335
-5,118,818.40973726
-4,120,818.5756556
-9,120,818.789341147
-13,121,818.937148704
-13,127,819.129516223
-16,131,819.366399693
-13,132,819.596082715
-10,133,819.856987475
-10,133,820.201654609
-6,132,820.415911795
-5,133,820.624162314
-3,133,820.848172891
0,131,821.070546671
1,132,821.252343308
0,131,821.449301851
1,133,821.645667935
-8,134,821.827082837
-7,133,822.040798132
-6,133,822.299763406
-6,133,822.54681378
-7,134,822.713914116
-8,135,822.915538572
-8,135,823.10160198
-8,134,823.289294949
-9,133,823.49766062
-6,143,823.732108053
-5,137,823.932482377
-5,133,824.129626411
-6,134,824.325285002
-6,132,824.501635456
-7,127,824.818976699
-10,124,825.052508795
-5,124,825.234769948
-7,120,825.387396307
-5,119,825.570755116
-3,119,825.803713419
-3,117,825.978139484
0,115,826.124512262
2,115,826.296712907
2,116,826.504875066
2,117,826.662180676
4,118,826.835602464
3,118,827.002320092
5,119,827.143104953
5,121,827.308483768
6,126,827.486592043
4,125,827.670177319
5,121,827.829869274
9,120,828.148698433
3,125,828.376319118
6,130,828.539841926
5,128,828.954109258
6,128,829.14029933
6,127,829.318864282
2,124,829.464279084
2,125,829.663870238
2,126,829.819930911
2,125,830.031545211
4,122,830.253490366
5,123,830.456325265
2,121,830.67088177
0,121,830.873935649
-1,121,831.083773759
1,122,831.327596255
3,125,831.530291568
3,125,831.847286523
3,124,832.158686532
2,124,832.389772142
3,124,832.608566594
3,123,832.841534705
3,123,833.033878612
3,124,833.266824835
8,121,833.501403064
9,117,833.723889786
19,116,833.974834201
18,116,834.171118843
9,117,834.372905405
4,119,834.571511005
3,119,834.749580349
3,118,834.966411888
1,116,835.159015397
0,116,835.401072606
1,116,835.638685181
3,117,835.962364573
3,117,836.181008425
4,119,836.365525414
4,119,836.678737378
2,116,836.973417567
7,115,837.213459884
2,116,837.410091266
2,116,837.605027573
2,116,837.791215154
2,116,838.022932865
2,116,838.205537193
3,117,838.386992704
3,117,838.586004326
3,117,838.768390833
3,117,838.945902357
2,117,839.148509171
3,118,839.344169586
0,120,839.536304006
0,122,839.736087196
-1,122,839.927151226
-1,121,840.169183897
-2,119,840.353860781
-2,120,840.559768899
-2,119,840.761738054
-2,119,840.974900727
6,120,841.171720955
6,119,841.506455894
6,119,841.710945421
6,119,841.918057021
5,119,842.107564825
3,118,842.303175664
-2,119,842.526237719
3,119,842.71452872
0,121,842.936867463
1,122,843.115238321
1,122,843.312117857
0,123,843.505827628
4,125,843.729122553
4,125,843.947944485
4,126,844.364873448
5,128,844.579929186
5,127,844.777389916
5,128,844.977987226
5,128,845.176173011
7,129,845.48981767
8,130,845.71142328
8,130,845.898546308
8,130,846.061623111
9,131,846.273190129
9,131,846.459537743
8,131,846.632108668
8,130,846.801247741
8,130,847.042153043
9,131,847.234624976
8,131,847.374094965
9,132,847.541788654
8,131,847.712841682
8,132,847.887171839
6,133,848.055595881
6,134,848.213748546
5,135,848.515805401
4,134,848.741137464
4,135,848.927954422
-1,135,849.076342647
0,136,849.288866709
1,136,849.457954461
0,136,849.622527809
0,137,849.822850443
0,137,850.059879217
0,137,850.28476554
0,137,850.527043011
0,136,850.701066132
4,135,850.925021396
5,135,851.174517126
4,135,851.545089436
4,133,851.801987147
3,133,852.095616326
3,133,852.427942464
1,137,852.696771174
2,133,852.923997424
1,133,853.169347623
2,131,853.399032041
5,130,853.610730155
5,130,853.875511416
2,131,854.076095257
2,132,854.266528873
3,133,854.56255381
2,132,854.781859234
-1,131,855.010145923
0,130,855.365942755
2,126,855.52250626
0,131,855.716972349
-1,131,855.93935221
0,131,856.250683362
-1,130,856.475747381
-1,131,856.683472848
7,120,856.971600624
18,112,857.264491706
22,104,857.425635105
27,102,857.592957051
36,105,857.775938376
45,112,857.998704899
53,117,858.188487968
61,116,858.372614849
68,116,858.585447597
66,114,858.805098203
71,117,859.004936465
77,116,859.19152694
79,114,859.373541155
79,116,859.577379155
65,117,859.762925934
45,121,859.984643915
28,124,860.14225285
11,134,860.373983837
-6,133,860.586377943
-18,132,860.766158943
-28,132,860.948855789
-34,132,861.144547678
-39,129,861.371229645
-43,131,861.55833779
-44,131,861.745037222
-41,128,861.983191274
-40,128,862.169690489
-32,125,862.350247907
-22,130,862.544597341
-11,134,862.715018576
0,130,862.94333674
14,123,863.24554578
23,125,863.537452505
18,121,863.759314957
18,121,864.106937641
7,125,864.356368095
-6,128,864.565413939
-14,129,864.730722548
-14,124,864.91426879
-15,120,865.115842584
-12,117,865.376315774
-14,117,865.644952494
-7,114,865.811254332
9,101,866.011578131
13,77,866.211546483
19,51,866.417817303
26,43,866.593149851
27,29,866.78229471
24,32,866.951118552
26,33,867.101107593
30,22,867.289681677
27,23,867.598107809
27,23,867.876745294
27,23,868.07071612
27,23,868.210170275
27,23,868.392226075
27,23,868.567477864
27,23,868.707416863
27,23,868.88174898
27,23,869.054358367
27,23,869.212470127
27,23,869.415544175
27,23,869.566664913
27,23,869.742001077
27,23,869.884768997
27,23,870.124249505
27,23,870.311727086
27,23,870.571886765
27,23,870.871526995
27,23,871.080807274
27,23,871.302130123
27,23,871.509289092
27,23,871.694489454
27,23,872.06235549
27,23,872.257788582
27,23,872.476761318
27,23,872.702263149
27,23,872.934117942
27,23,873.142805687
27,23,873.372886446
27,23,873.601349723
27,23,873.813213758
27,23,874.038010766
27,23,874.246522832
27,23,874.451548251
27,23,874.627191376
27,23,874.993350394
27,23,875.200296455
27,23,875.459847984
27,23,875.730581275
27,23,875.957111116
27,23,876.164798751
27,23,876.344335266
27,23,876.514930269
27,23,876.693702988
27,23,876.893159703
27,23,877.051888028
27,23,877.307844321
27,23,877.513406018
27,23,877.702368528
27,23,877.851682962
27,23,878.16280359
27,23,878.377941466
27,23,878.578639282
27,23,878.806023752
27,23,879.030538546
27,23,879.256363475
27,23,879.494671939
27,23,879.673083686
27,23,879.862709713
27,23,880.101123974
27,23,880.282272326
27,23,880.504972562
27,23,880.690021497
27,23,880.868298381
27,23,881.054747385
27,23,881.276763818
27,23,881.46461224
27,23,881.680464448
27,23,881.897276104
27,23,882.094068255
27,23,882.313883696
27,23,882.531596168
27,23,882.839676943
27,23,883.003579594
27,23,883.184851842
27,23,883.39364794
27,23,883.577092957
27,23,883.735161997
27,23,883.91240752
27,23,884.114589397
27,23,884.307362205
27,23,884.495234306
27,23,884.677898778
27,23,884.891340271
27,23,885.173644366
27,23,885.47012928
26,23,885.670042271
26,23,885.8043828
26,23,885.985314989
26,23,886.200088427
26,23,886.365641498
26,23,886.511433488
26,23,886.693782215
26,23,886.882376647
26,23,887.029591332
26,23,887.178045646
26,23,887.338986033
26,23,887.512805363
26,23,887.656429245
26,23,887.817047479
27,23,887.954695135
26,23,888.137805861
26,23,888.301625288
27,23,888.464692725
26,23,888.636975103
27,23,888.767780602
26,23,888.961581169
26,23,889.109283231
27,23,889.259418139
26,23,889.42877127
27,23,889.616536619
27,23,889.80108924
27,23,889.966220304
26,23,890.172247669
26,23,890.41789537
26,23,890.66041428
26,23,890.862634543
27,23,891.057615983
26,23,891.274580674
26,23,891.505718334
26,23,891.695396799
26,23,891.84981368
27,23,892.059007405
26,23,892.289661683
27,23,892.529239153
27,23,892.845651558
26,23,893.120237334
26,23,893.382541126
26,23,893.617093808
27,23,893.825577092
27,23,894.058891788
27,23,894.298892357
26,23,894.498626041
26,23,894.752139438
26,23,894.977360363
26,23,895.231966222
26,23,895.39088678
26,23,895.563789171
26,23,895.733779191
26,23,895.960046024
26,23,896.134188648
26,23,896.346480645
26,23,896.564830382
26,23,896.775824006
26,23,897.023014715
26,23,897.219389799
26,23,897.461721995
26,23,897.780881451
26,23,898.040087243
