-135,-240,5785.715952495
-78,-83,5785.834962734
-63,134,5785.925917144
12,157,5786.000842261
7,132,5786.111877071
-4,123,5786.212242049
-19,108,5786.327091322
-31,99,5786.426779451
-27,79,5786.518515384
-24,79,5786.612820149
-24,70,5786.697348449
-24,-17,5786.958158616
-23,-10,5787.064638852
-22,-8,5787.241307545
-22,-9,5787.315463653
-23,-9,5787.411768149
-23,-9,5787.532206394
-25,-11,5787.719653659
-24,-10,5787.814473
-23,-11,5787.901120139
-23,-9,5787.983902446
-23,-8,5788.087531957
-22,-14,5788.170614911
-12,-25,5788.265219207
-12,-41,5788.357831229
-17,-67,5788.467480122
-17,-93,5788.568804584
-69,-155,5788.685794523
130,-105,5789.513272447
103,-79,5789.615122044
92,-71,5789.721580877
-49,-6,5790.069594409
10,21,5790.215743987
13,22,5790.324386427
16,18,5790.439511076
14,6,5790.539756027
14,3,5790.647462572
18,-12,5790.755544904
21,-36,5790.850611905
34,-58,5790.943448611
6,-145,5791.622248604
4,-155,5791.699334071
8,-155,5791.838499994
7,-149,5791.925738866
6,-146,5792.044771553
4,-143,5792.152590617
-9,-91,5792.475140137
-3,-91,5792.560489106
-2,-95,5792.637993081
22,-136,5792.806045133
-4,-195,5793.042020794
-2,-142,5793.406354337
2,-141,5794.263926465
1,-139,5794.463874194
3,-140,5794.555319575
-3,-57,5794.771527295
0,-55,5794.847381473
0,-57,5794.93160962
-1,-58,5795.011848739
-1,-58,5795.075735995
-2,-59,5795.177356094
1,18,5795.380716137
0,19,5795.926960888
-1,19,5796.069949925
-60,9,5797.215160603
-89,-2,5797.301340705
-114,-5,5797.377390635
-146,-9,5797.458249261
-164,-12,5797.57546089
-143,-24,5798.047954736
-167,-62,5798.458500029
-185,-69,5798.568547834
-212,-71,5798.661782386
-79,-79,5799.049054146
-95,-76,5799.157542937
-114,-76,5799.259809845
-124,-75,5799.390865825
-133,-75,5799.525646025
-143,-75,5799.705399319
-60,-74,5799.808747824
-65,-73,5799.927625838
23,-76,5800.024677001
20,-74,5800.180237149
16,-72,5800.304850249
19,-74,5800.410330968
18,-75,5800.528102298
19,-75,5800.636936732
20,-76,5800.787663321
20,-76,5800.886829132
18,-77,5800.987384481
19,-77,5801.095610998
16,-78,5801.218285685
19,-76,5801.2950918
16,-77,5801.390447243
15,-75,5801.477112868
15,-64,5801.582436561
-8,68,5801.981484061
-7,252,5802.819163642
-8,267,5802.907494145
